rgb_luminance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,patch_background.started,patch_background.stopped,patch_foreground.started,patch_foreground.stopped,patch_test.started,patch_test.stopped,key_response.keys,key_response.rt,key_response.started,key_response.stopped,text_task.started,text_task.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.3,0,0,0,1,70.51396550005302,None,70.51396550005302,None,70.51396550005302,None,left,3.6804988000076264,70.60381020000204,None,70.51396550005302,None,74.3028226000024,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.45,0,1,1,3,74.51724549999926,None,74.51724549999926,None,74.51724549999926,None,right,3.6834391999873333,74.60048010002356,None,74.51724549999926,None,78.31477750005433,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.5,0,2,2,4,78.51550590002444,None,78.51550590002444,None,78.51550590002444,None,right,0.9816503000329249,78.59851590002654,None,78.51550590002444,None,79.59931489999872,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.9,0,3,3,8,79.81262780004181,None,79.81262780004181,None,79.81262780004181,None,right,0.8041549999616109,79.89572810003301,None,79.81262780004181,None,80.72981180000352,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.4,0,4,4,2,80.94483240001136,None,80.94483240001136,None,80.94483240001136,None,left,1.2400911999866366,81.02810910000699,None,80.94483240001136,None,82.29490770003758,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.1,0,5,5,0,82.50985160004348,None,82.50985160004348,None,82.50985160004348,None,left,1.0997574999928474,82.59311990003334,None,82.50985160004348,None,83.70996240002569,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.7,0,6,6,7,83.92567200004123,None,83.92567200004123,None,83.92567200004123,None,right,0.9796104999841191,84.00901450001402,None,83.92567200004123,None,85.00928920001024,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.55,0,7,7,5,85.22454610001296,None,85.22454610001296,None,85.22454610001296,None,right,2.528617200034205,85.30800499999896,None,85.22454610001296,None,87.85667980002472,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.6,0,8,8,6,88.07207610004116,None,88.07207610004116,None,88.07207610004116,None,right,0.7528073999565095,88.15516590001062,None,88.07207610004116,None,88.93887830001768,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.4,1,0,9,2,89.15432310005417,None,89.15432310005417,None,89.15432310005417,None,left,1.2221469999640249,89.23792949999915,None,89.15432310005417,None,90.48862720001489,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.6,1,1,10,6,90.7030184000032,None,90.7030184000032,None,90.7030184000032,None,right,2.3789932999643497,90.78618530003587,None,90.7030184000032,None,93.18607710005017,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
0.7,1,2,11,7,93.40053620003164,None,93.40053620003164,None,93.40053620003164,None,right,0.7523305999930017,93.48387970001204,None,93.40053620003164,None,94.26744090003194,None,M,001,2022_Jan_22_1757,contrast,2021.2.3,60.03031529546424,
