rgb_luminance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,patch_background.started,patch_background.stopped,patch_foreground.started,patch_foreground.stopped,patch_test.started,patch_test.stopped,key_response.keys,key_response.rt,key_response.started,key_response.stopped,text_task.started,text_task.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.9,0,0,0,8,34.983024600020144,None,34.983024600020144,None,34.983024600020144,None,right,1.9255861999699846,35.069711500022095,None,34.983024600020144,None,37.02380860003177,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.45,0,1,1,3,37.23462560004555,None,37.23462560004555,None,37.23462560004555,None,right,2.156637000036426,37.31758740002988,None,37.23462560004555,None,39.50420160003705,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.5,0,2,2,4,39.71588450000854,None,39.71588450000854,None,39.71588450000854,None,right,0.9867550999624655,39.79887920001056,None,39.71588450000854,None,40.81482980004512,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.3,0,3,3,1,41.0158426000271,None,41.0158426000271,None,41.0158426000271,None,left,0.9350588999805041,41.09858280001208,None,41.0158426000271,None,42.06376380001893,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.55,0,4,4,5,42.264343600021675,None,42.264343600021675,None,42.264343600021675,None,right,0.5346395000233315,42.34680550004123,None,42.264343600021675,None,42.89897130004829,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.6,0,5,5,6,43.11361630004831,None,43.11361630004831,None,43.11361630004831,None,right,0.805517700035125,43.19598489999771,None,43.11361630004831,None,44.03098100004718,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.4,0,6,6,2,44.24529710004572,None,44.24529710004572,None,44.24529710004572,None,right,5.832585100026336,44.328865400049835,None,44.24529710004572,None,50.19189820002066,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.7,0,7,7,7,50.40654350002296,None,50.40654350002296,None,50.40654350002296,None,right,0.4393119000014849,50.49004380003316,None,50.40654350002296,None,50.95790300000226,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.1,0,8,8,0,51.172599900048226,None,51.172599900048226,None,51.172599900048226,None,left,0.48974620003718883,51.25573319999967,None,51.172599900048226,None,51.77388960000826,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
0.55,1,0,9,5,51.98821430001408,None,51.98821430001408,None,51.98821430001408,None,right,0.44415319996187463,52.071469000016805,None,51.98821430001408,None,52.53992420004215,None,m_rgb,001,2022_Jan_22_1823,contrast,2021.2.3,60.03071172233945,
